rank,item,repo_name,stars,forks,language,repo_url,username,issues,last_commit,description
73,Move,inbox,7,1,Move,https://github.com/aptosis/inbox,aptosis,0,2023-03-01T19:05:23Z,
74,Move,syrup,7,2,Move,https://github.com/Origin-Byte/syrup,Origin-Byte,0,2022-10-21T14:03:52Z,NFT Liquidity Layer
75,Move,stormstout-contract,7,1,Move,https://github.com/myastrallabs/stormstout-contract,myastrallabs,0,2022-09-25T12:43:05Z,Aptos NFT marketplace contract
76,Move,originmate,7,5,Move,https://github.com/Origin-Byte/originmate,Origin-Byte,1,2023-04-03T16:21:44Z,Library of module building blocks for Sui
77,Move,DolaProtocol,6,1,Move,https://github.com/OmniBTC/DolaProtocol,OmniBTC,0,2023-04-03T10:59:14Z,"DOLA Protocol is a Decentralized Omnichain Liquidity Aggregation Protocol with the single coin pool of each public chain as the core, Wormhole, Layerzero and other cross-chain messaging protocols as the bridge, and Sui public chain as the settlement center."
78,Move,aptos-escrow-contract,6,1,Move,https://github.com/wb-ts/aptos-escrow-contract,wb-ts,0,2022-10-26T21:45:09Z,"Escrow Contract which users can swap their tokens where one person deposits the token in the escrow and when the other person transfer successfully, the tokens in the escrow get transferred to the other user."
79,Move,aptos-contract,6,0,Move,https://github.com/anyswap/aptos-contract,anyswap,0,2022-11-11T08:46:03Z,
80,Move,aptos-playground,6,1,Move,https://github.com/JustaLiang/aptos-playground,JustaLiang,0,2022-11-07T06:49:41Z,Practice Move language and writing notes
81,Move,mainnet-proposals,6,7,Move,https://github.com/aptos-foundation/mainnet-proposals,aptos-foundation,1,2023-04-03T20:10:04Z,
82,Move,aptos-token-vesting,6,3,Move,https://github.com/mokshyaprotocol/aptos-token-vesting,mokshyaprotocol,0,2023-01-18T08:30:59Z,Token Vesting Smart Contract for Aptos Blockchain.
83,Move,poly-stc-contracts,5,5,Move,https://github.com/Elements-Studio/poly-stc-contracts,Elements-Studio,1,2023-04-03T09:24:48Z,Poly bridge cross chain move support on starcoin
84,Move,move-tutorial,5,1,Move,https://github.com/web3-lab-dao/move-tutorial,web3-lab-dao,0,2023-02-24T14:45:55Z,
85,Move,AptinLend,5,1,Move,https://github.com/DreamXzxy/AptinLend,DreamXzxy,0,2022-09-07T14:04:34Z,
86,Move,aptos-test-vault,5,0,Move,https://github.com/tDev0809/aptos-test-vault,tDev0809,0,2022-09-24T11:28:19Z,
87,Move,rust-sui-examples,5,1,Move,https://github.com/wdshin/rust-sui-examples,wdshin,0,2022-12-14T10:22:49Z,a humble introduction to rust and sui move into action
88,Move,aptos-escrow,5,0,Move,https://github.com/dhruvja/aptos-escrow,dhruvja,0,2022-08-27T18:01:38Z,"This a module where users can swap their tokens where one person deposits the token in the escrow and when the other person transfer successfully, the tokens in the escrow get transferred to the other user."
89,Move,SVG-NFT-In-Move,5,0,Move,https://github.com/NonceGeek/SVG-NFT-In-Move,NonceGeek,4,2022-09-27T22:58:38Z,SVG NFT Implement in Move Language on Starcoin.
90,Move,nft-borrowing-lending-aptos,5,3,Move,https://github.com/mokshyaprotocol/nft-borrowing-lending-aptos,mokshyaprotocol,0,2023-03-12T11:37:18Z,Aptos Code for NFT borrow and lend
91,Move,machikado.network,5,2,Move,https://github.com/machikado-network/machikado.network,machikado-network,4,2022-11-30T16:36:36Z,
92,Move,ist-move-meetup-demos,5,1,Move,https://github.com/damirka/ist-move-meetup-demos,damirka,0,2022-07-20T22:21:37Z,
93,Move,cetus-amm,5,3,Move,https://github.com/CetusProtocol/cetus-amm,CetusProtocol,0,2023-02-01T07:32:44Z,The amm pools of cetus protocol
94,Move,NFT-Aptos-whitelist-presale,5,2,Move,https://github.com/Smartdev0328/NFT-Aptos-whitelist-presale,Smartdev0328,0,2022-10-31T11:54:09Z,
95,Move,move-cron-parser,4,0,Move,https://github.com/snowflake-so/move-cron-parser,snowflake-so,1,2022-09-08T02:24:02Z,Cron parser library written for Move language
96,Move,sui-move-framework-chinese,4,0,Move,https://github.com/dan0618x/sui-move-framework-chinese,dan0618x,0,2022-11-27T02:39:27Z,將sui move中，運用的sources內容備註進行中文翻譯。          單純個人英文不好，用於個人學習，若翻譯有不正確的地方歡迎指正。           
97,Move,typus-dov,4,1,Move,https://github.com/Typus-Lab/typus-dov,Typus-Lab,0,2023-03-25T06:29:31Z,DeFi Option Vaults (DOV)
98,Move,ditto-interface,4,1,Move,https://github.com/ditto-research/ditto-interface,ditto-research,0,2022-11-02T04:32:48Z,
99,Move,kepler-aptos-contract,4,0,Move,https://github.com/kepler-homes/kepler-aptos-contract,kepler-homes,0,2022-12-07T04:01:59Z,
100,Move,ent-coin,4,3,Move,https://github.com/Enchanter-Finance/ent-coin,Enchanter-Finance,0,2022-11-03T15:25:28Z,Enchanter-Finance Aptos Coin => $ENT
1,Cairo,kakarot,334,69,Cairo,https://github.com/sayajin-labs/kakarot,sayajin-labs,20,2023-04-02T07:17:42Z,"ZK-EVM type 3 written in Cairo, leveraging STARK proof system."
2,Cairo,ZeroSync,243,27,Cairo,https://github.com/ZeroSync/ZeroSync,ZeroSync,3,2023-04-03T21:08:14Z,A STARK proof to sync a Bitcoin full node in an instant.
3,Cairo,starknet-cairo-101,193,84,Cairo,https://github.com/starknet-edu/starknet-cairo-101,starknet-edu,10,2023-04-03T13:31:33Z,Learn how to read Cairo code
4,Cairo,starklings-cairo1,149,52,Cairo,https://github.com/shramee/starklings-cairo1,shramee,6,2023-04-02T18:25:44Z,An interactive tutorial to get you up and running with Cairo v1 and Starknet
5,Cairo,RYO,107,16,Cairo,https://github.com/dopedao/RYO,dopedao,1,2022-05-16T16:06:10Z,Dope Wars game engine on StarkNet L2 roll-up
6,Cairo,contract,95,44,Cairo,https://github.com/age-of-eykar/contract,age-of-eykar,0,2022-11-15T17:54:46Z,The StarkNet Eykar smartcontract written in cairo. A decentralized game of conquest powered by blockchain. An almost infinite territory that can be conquered through alliances and wars.
7,Cairo,contract,90,45,Cairo,https://github.com/starknet-id/contract,starknet-id,1,2023-03-10T12:12:00Z,Contract of the starknet identity base NFT
8,Cairo,isaac,85,3,Cairo,https://github.com/topology-gg/isaac,topology-gg,4,2022-09-11T14:07:29Z,
9,Cairo,starknet-messaging-bridge,78,43,Cairo,https://github.com/starknet-edu/starknet-messaging-bridge,starknet-edu,3,2023-01-25T14:11:42Z,Learn how to build StarkNet <-> Ethereum cross layer applications
10,Cairo,quaireaux,72,23,Cairo,https://github.com/keep-starknet-strange/quaireaux,keep-starknet-strange,8,2023-04-02T18:41:17Z,A set of opinionated Cairo 1.0 libraries and algorithms.
11,Cairo,stark-attestations,67,4,Cairo,https://github.com/maxgillett/stark-attestations,maxgillett,1,2022-08-04T12:05:11Z,Share private EVM state attestations using STARK proofs
12,Cairo,starknet-accounts,66,20,Cairo,https://github.com/starknet-edu/starknet-accounts,starknet-edu,1,2023-02-11T07:53:42Z,Learn how to build and deploy StarkNet Accounts
13,Cairo,cairo-streams,61,6,Cairo,https://github.com/onlydustxyz/cairo-streams,onlydustxyz,6,2022-09-14T15:44:39Z,Array stream library written in pure Cairo
14,Cairo,garaga,59,12,Cairo,https://github.com/keep-starknet-strange/garaga,keep-starknet-strange,2,2023-04-03T17:38:44Z,"Efficient pairing library, written in Cairo 🐺."
15,Cairo,starknet-erc721,56,39,Cairo,https://github.com/starknet-edu/starknet-erc721,starknet-edu,2,2023-03-19T04:59:53Z,Learn how to deploy and customize an ERC721 token on StarkNet
16,Cairo,khepri,55,16,Cairo,https://github.com/bitcoin-stark/khepri,bitcoin-stark,4,2022-09-12T16:57:02Z,STARK-proven Stateful Bitcoin client enabling hyper fast trustless sync and checkpoints.
17,Cairo,briq-protocol,54,5,Cairo,https://github.com/briqNFT/briq-protocol,briqNFT,2,2023-03-08T15:13:22Z,Cairo / Starknet files for the Briq protocol and the Briq builder
18,Cairo,cairo-4626,51,3,Cairo,https://github.com/milancermak/cairo-4626,milancermak,0,2022-09-14T08:07:15Z,EIP 4626 in Cairo lang for Starknet
19,Cairo,braavos-account-cairo,48,5,Cairo,https://github.com/myBraavos/braavos-account-cairo,myBraavos,0,2023-03-26T13:57:53Z,Braavos Account Contract for Starknet
20,Cairo,starknet-erc20,43,22,Cairo,https://github.com/starknet-edu/starknet-erc20,starknet-edu,2,2023-02-23T06:59:04Z,Learn how to deploy and customize an ERC20 token on StarkNet
21,Cairo,cairo-multisig,40,1,Cairo,https://github.com/sambarnes/cairo-multisig,sambarnes,0,2022-05-28T15:05:22Z,A simple multisig implementation for StarkNet
22,Cairo,starknet-libs,39,5,Cairo,https://github.com/sekai-studio/starknet-libs,sekai-studio,1,2022-06-13T14:41:14Z,A set of librairies in Cairo for use on StarkNet
23,Cairo,JediSwap,39,19,Cairo,https://github.com/jediswaplabs/JediSwap,jediswaplabs,4,2023-03-31T18:07:53Z,JediSwap
24,Cairo,cairo1-template,38,3,Cairo,https://github.com/enitrat/cairo1-template,enitrat,0,2023-03-29T13:23:09Z,
25,Cairo,soul-moment,38,0,Cairo,https://github.com/ChecksFinance/soul-moment,ChecksFinance,0,2022-06-11T15:55:08Z,An attempt to provide an implementation of SBT in Cairo lang.
26,Cairo,cairo-bloom,38,1,Cairo,https://github.com/sambarnes/cairo-bloom,sambarnes,0,2022-05-28T15:06:48Z,A naive bloom filter implementation in Cairo
27,Cairo,astraly-contracts,38,12,Cairo,https://github.com/Astraly-Labs/astraly-contracts,Astraly-Labs,2,2022-10-19T15:22:56Z,Astraly Cairo Contracts
28,Cairo,stark-perpetual,37,14,Cairo,https://github.com/starkware-libs/stark-perpetual,starkware-libs,1,2023-03-15T15:27:08Z,
29,Cairo,10k_swap-contracts,36,10,Cairo,https://github.com/10k-swap/10k_swap-contracts,10k-swap,0,2023-03-23T10:36:30Z,A decentralized ZK Rollup AMM written in Cairo for StarkNet.
30,Cairo,chess-cairo,35,4,Cairo,https://github.com/greenlucid/chess-cairo,greenlucid,1,2022-12-26T18:54:26Z,A Cairo contract to play chess in Starknet.
31,Cairo,starknet-debug,35,12,Cairo,https://github.com/starknet-edu/starknet-debug,starknet-edu,0,2022-12-11T12:53:08Z,Learn how to debug a StarkNet smart contract
32,Cairo,kakarot-ssj,35,12,Cairo,https://github.com/sayajin-labs/kakarot-ssj,sayajin-labs,0,2023-03-28T20:37:00Z,Kakarot ZK-EVM in Cairo 1.0 🐺 ⚡
33,Cairo,VRF-StarkNet,34,4,Cairo,https://github.com/StarkLinkVRF/VRF-StarkNet,StarkLinkVRF,0,2022-10-17T15:47:11Z,Contracts for verifiable randomness on StarkNet
34,Cairo,nistp256-cairo,34,4,Cairo,https://github.com/spartucus/nistp256-cairo,spartucus,0,2022-04-07T09:57:54Z,A cairo implementation of NIST P-256.
35,Cairo,bulletproof-cairo,33,3,Cairo,https://github.com/Lev-Stambler/bulletproof-cairo,Lev-Stambler,0,2022-09-23T15:28:47Z,
36,Cairo,cairo-base64,31,3,Cairo,https://github.com/dhruvkelawala/cairo-base64,dhruvkelawala,0,2022-05-25T02:12:56Z,"A base64 encoding library for Cairo. (Decoding in future, maybe?)"
37,Cairo,cairo-dutch,31,2,Cairo,https://github.com/sambarnes/cairo-dutch,sambarnes,0,2022-05-28T15:06:29Z,Various ERC-721 Dutch Auctions for StarkNet
38,Cairo,starknet-miden-verifier,30,1,Cairo,https://github.com/starkoracles/starknet-miden-verifier,starkoracles,6,2023-03-23T10:49:15Z,Verify Miden proofs on Starknet
39,Cairo,WTF-Cairo,30,8,Cairo,https://github.com/WTFAcademy/WTF-Cairo,WTFAcademy,1,2023-01-18T05:13:06Z,WTF Cairo-lang 极简教程，编写 Starknet 智能合约。Cairo-lang tutorials for Starknet smart contracts.
40,Cairo,deploy-cairo1-demo,30,10,Cairo,https://github.com/starknet-edu/deploy-cairo1-demo,starknet-edu,4,2023-03-30T09:39:49Z,
41,Cairo,cairo-mmr,29,0,Cairo,https://github.com/HerodotusDev/cairo-mmr,HerodotusDev,0,2023-03-08T12:26:33Z,Cairo Merkle Mountain Range
42,Cairo,starkonquest,28,17,Cairo,https://github.com/onlydustxyz/starkonquest,onlydustxyz,11,2022-12-20T15:22:12Z,An educational game to learn Cairo where you implement ship AIs that fight to catch as much dust as possible!
43,Cairo,xoroshiro-cairo,27,3,Cairo,https://github.com/milancermak/xoroshiro-cairo,milancermak,0,2022-09-05T20:23:51Z,xoroshiro PRNG implementation in Cairo
44,Cairo,graphiro,26,1,Cairo,https://github.com/lucadonnoh/graphiro,lucadonnoh,0,2022-07-12T14:56:31Z,A graph library built with Cairo
45,Cairo,sphinx,26,1,Cairo,https://github.com/Th0rgal/sphinx,Th0rgal,0,2022-09-15T17:22:03Z,"A collection of fun things you can do in Cairo. Pass storage variable as parameters, do functional programming with fold_left or manipulate bits."
46,Cairo,axelrod,26,0,Cairo,https://github.com/lucadonnoh/axelrod,lucadonnoh,0,2022-07-10T16:04:12Z,Iterated prisoner's dilemma tournaments implemented with Cairo
47,Cairo,Ogame-Cairo,25,3,Cairo,https://github.com/ametel01/Ogame-Cairo,ametel01,0,2022-12-01T19:50:22Z,Ogame implementation written in cairo
48,Cairo,walking-with-starknet,25,12,Cairo,https://github.com/starknet-edu/walking-with-starknet,starknet-edu,2,2022-12-01T03:21:36Z,Cairo and StarkNet educational guides in several languages
49,Cairo,common-ec-cairo,24,8,Cairo,https://github.com/EulerSmile/common-ec-cairo,EulerSmile,0,2022-04-07T09:01:04Z,A Cairo implementation of common Elliptic Curve.
50,Cairo,cairopen-contracts,24,5,Cairo,https://github.com/CairOpen/cairopen-contracts,CairOpen,0,2022-09-15T12:16:36Z,A set of standardised Cairo librairies for use on StarkNet
51,Cairo,carbon-protocol,24,9,Cairo,https://github.com/Carbonable/carbon-protocol,Carbonable,23,2023-03-28T10:09:52Z,Carbon Starknet Protocol written in Cairo.
52,Cairo,cairo-graphs,21,3,Cairo,https://github.com/enitrat/cairo-graphs,enitrat,0,2022-09-25T07:25:06Z,A graph library written in Cairo
53,Cairo,starknet-array-manipulation,21,1,Cairo,https://github.com/gaetbout/starknet-array-manipulation,gaetbout,0,2022-09-06T16:35:20Z,
54,Cairo,Cairo-NFT-Lending-Auction,20,0,Cairo,https://github.com/0xKermo/Cairo-NFT-Lending-Auction,0xKermo,0,2022-04-15T00:35:54Z,
55,Cairo,starkex-for-spot-trading,20,11,Cairo,https://github.com/starkware-libs/starkex-for-spot-trading,starkware-libs,1,2022-05-09T12:46:06Z,
56,Cairo,starknet_prediction_market,19,0,Cairo,https://github.com/udayj/starknet_prediction_market,udayj,0,2022-05-16T05:48:33Z,Private Prediction Market for Starknet
57,Cairo,flashloan-starknet,19,3,Cairo,https://github.com/tohrnii/flashloan-starknet,tohrnii,0,2022-04-16T00:10:57Z,
58,Cairo,cairo-contracts,19,2,Cairo,https://github.com/CodeforDAO/cairo-contracts,CodeforDAO,0,2022-06-13T09:45:23Z,CodeforDAO contracts in Cairo lang
59,Cairo,carmine-protocol,18,6,Cairo,https://github.com/CarmineOptions/carmine-protocol,CarmineOptions,0,2023-03-31T14:57:12Z,Carmine options protocol
60,Cairo,starknet-felt-packing,18,0,Cairo,https://github.com/gaetbout/starknet-felt-packing,gaetbout,0,2022-09-20T17:15:30Z,
61,Cairo,StarknetCC-CTF,17,2,Cairo,https://github.com/pscott/StarknetCC-CTF,pscott,0,2022-11-07T12:56:45Z,Write up of the StarknetCC-Lisbon-CTF
62,Cairo,starkhitchhiker,17,1,Cairo,https://github.com/wenzhenxiang/starkhitchhiker,wenzhenxiang,0,2023-03-30T08:05:20Z,"Collecting the best learning materials for Stark, StarkNet, and Cairo to provide convenience for Chinese users so that they can participate better in the construction of Stark."
63,Cairo,starknet-btc-lightclient,16,6,Cairo,https://github.com/samlaf/starknet-btc-lightclient,samlaf,0,2022-05-11T23:45:27Z,
64,Cairo,cairo-webauthn,15,4,Cairo,https://github.com/cartridge-gg/cairo-webauthn,cartridge-gg,6,2022-10-10T18:27:59Z,Cairo verification of webauthn authentication credentials
65,Cairo,CairoLearnXinYminutes,15,3,Cairo,https://github.com/Darlington02/CairoLearnXinYminutes,Darlington02,0,2023-02-14T08:46:41Z,Take a whirlwind tour of Cairo
66,Cairo,dojo-alpha,15,2,Cairo,https://github.com/dojoengine/dojo-alpha,dojoengine,4,2023-01-17T01:48:40Z,
67,Cairo,ratios_cairo,14,1,Cairo,https://github.com/0xtonysprocket/ratios_cairo,0xtonysprocket,0,2022-07-18T20:08:04Z,"Repository that defines a cairo struct called ratio that represents a rational number, x/y where x and y are in z mod p. Defines several operations between ratios."
68,Cairo,hyperion,14,0,Cairo,https://github.com/bigsky77/hyperion,bigsky77,0,2022-09-01T15:14:42Z,Stablecoin AMM for Starknet
69,Cairo,cairo-base64,14,2,Cairo,https://github.com/cartridge-gg/cairo-base64,cartridge-gg,0,2022-10-08T23:38:38Z,Base64 encode felts
70,Cairo,token_gated_account,14,2,Cairo,https://github.com/udayj/token_gated_account,udayj,0,2022-04-21T09:42:58Z,ERC721 token gated account contract for starknet
71,Cairo,starkvest,14,5,Cairo,https://github.com/abdelhamidbakhta/starkvest,abdelhamidbakhta,0,2022-12-13T10:22:36Z,StarkNet ERC20 token vesting smart contracts
72,Cairo,ZeroKnowledgeBootcamp,14,51,Cairo,https://github.com/ExtropyIO/ZeroKnowledgeBootcamp,ExtropyIO,0,2023-02-20T15:29:59Z,
73,Cairo,optimized_ecc_cairo,13,0,Cairo,https://github.com/NethermindEth/optimized_ecc_cairo,NethermindEth,1,2023-02-08T09:14:41Z,Cairo implementation of operations over the elliptic curve BLS12-381
74,Cairo,cairo-sha256,13,3,Cairo,https://github.com/cartridge-gg/cairo-sha256,cartridge-gg,0,2022-11-02T15:16:18Z,Computes SHA256 of arbitrary length inputs.
75,Cairo,shefcraft,13,2,Cairo,https://github.com/franalgaba/shefcraft,franalgaba,2,2023-03-26T11:22:37Z,Smart Contract Deployment system for Cairo
76,Cairo,cairo-jsonwebtoken,13,0,Cairo,https://github.com/boli-bohan/cairo-jsonwebtoken,boli-bohan,0,2022-05-30T16:01:06Z,JsonWebToken implementation for cairo-lang http://self-issued.info/docs/draft-ietf-oauth-json-web-token.html
77,Cairo,starknet-commit-reveal,13,0,Cairo,https://github.com/gaetbout/starknet-commit-reveal,gaetbout,0,2023-03-13T17:27:38Z,
78,Cairo,Solidity-vs-Cairo,12,1,Cairo,https://github.com/0xKermo/Solidity-vs-Cairo,0xKermo,0,2022-05-27T15:01:25Z,
79,Cairo,efficient-secp256r1,12,2,Cairo,https://github.com/myBraavos/efficient-secp256r1,myBraavos,0,2023-03-22T14:37:49Z,An efficient implementation of ECDSA on secp256r1 in Cairo
80,Cairo,No-Game,11,4,Cairo,https://github.com/ametel01/No-Game,ametel01,4,2022-12-01T19:49:29Z,Ogame implementation written in Cairo to be run on Starknet
81,Cairo,experiments-in-cairo,11,0,Cairo,https://github.com/milancermak/experiments-in-cairo,milancermak,0,2022-06-15T17:08:29Z,A Cairo playground
82,Cairo,v1-core-starknet,11,0,Cairo,https://github.com/tradeflows/v1-core-starknet,tradeflows,0,2023-01-23T01:17:38Z,DeFi Primitive for decentralised Commerce
83,Cairo,DOJO,11,1,Cairo,https://github.com/BibliothecaDAO/DOJO,BibliothecaDAO,6,2023-01-11T01:06:05Z,On-chain gaming toolkit
84,Cairo,cairo-erc-3525,10,2,Cairo,https://github.com/carbonable-labs/cairo-erc-3525,carbonable-labs,3,2023-02-27T14:05:55Z,Semi-Fungible Token
85,Cairo,bto-cairo,10,0,Cairo,https://github.com/greged93/bto-cairo,greged93,0,2023-03-29T19:11:21Z,Binary Tree Operator written in Cairo
86,Cairo,starknet-cairo-odyssey,10,1,Cairo,https://github.com/chainstacklabs/starknet-cairo-odyssey,chainstacklabs,0,2022-11-28T05:53:42Z,Learnings and first steps to work with StarkNet and create smart contracts with Cairo.
87,Cairo,cairo-underhanded,10,0,Cairo,https://github.com/milancermak/cairo-underhanded,milancermak,0,2022-04-28T11:05:57Z,My winning submission to the Cairo underhanded contest
88,Cairo,prototype,10,0,Cairo,https://github.com/sambarnes/prototype,sambarnes,0,2022-05-29T03:19:00Z,a batteries-included template for Cairo projects on StarkNet
89,Cairo,cairo-paradigm-ctf,10,0,Cairo,https://github.com/amanusk/cairo-paradigm-ctf,amanusk,1,2022-08-25T12:46:31Z,Solutions and scripts for Cairo Challenges of Paradigm CTF 2022 
90,Cairo,fixed_point,10,0,Cairo,https://github.com/0xtonysprocket/fixed_point,0xtonysprocket,0,2022-07-25T17:03:17Z,fixed point math in cairo
91,Cairo,PokerDeck-Cairo,9,0,Cairo,https://github.com/widroz/PokerDeck-Cairo,widroz,0,2022-05-19T14:32:10Z,
92,Cairo,mirror-starknet-zkgraph-protocol,9,2,Cairo,https://github.com/ZK-Graph/mirror-starknet-zkgraph-protocol,ZK-Graph,3,2022-10-06T14:30:38Z,StarkNet based Lens Protocol compatible social graph with ZK security features.
93,Cairo,CairoBootcamp,9,30,Cairo,https://github.com/ExtropyIO/CairoBootcamp,ExtropyIO,0,2022-11-10T16:59:45Z,Repo for the Encode Cairo 5 week bootcamp
94,Cairo,pxls-contracts,9,0,Cairo,https://github.com/nmalzieu/pxls-contracts,nmalzieu,0,2022-12-12T11:11:58Z,
95,Cairo,creative-cairo,9,1,Cairo,https://github.com/shramee/creative-cairo,shramee,0,2023-03-27T23:33:19Z,Creative coding with Cairo
96,Cairo,cairo_exercises,9,1,Cairo,https://github.com/guiltygyoza/cairo_exercises,guiltygyoza,0,2022-09-06T12:18:24Z,
97,Cairo,StarkDefi-contracts,9,3,Cairo,https://github.com/Starkdefi/StarkDefi-contracts,Starkdefi,0,2023-03-30T11:29:21Z,
98,Cairo,remix-game-day,9,5,Cairo,https://github.com/starknet-edu/remix-game-day,starknet-edu,0,2023-01-18T08:51:25Z,A short exercice to deploy a StarkNet contract using remix
99,Cairo,shoshin,8,3,Cairo,https://github.com/topology-gg/shoshin,topology-gg,1,2023-04-03T17:33:16Z,
100,Cairo,fangcheng,8,0,Cairo,https://github.com/beautyisourbusiness/fangcheng,beautyisourbusiness,0,2022-08-24T17:41:46Z,Cairo solver of systems of linear equations and matrix utils 
